1,1,8.5
2,2,7.5
3,3,5.4
4,4,6.6
5,5,9.5
6,6,5.8
7,7,5.8
8,8,5.8
8,9,5.8
9,10,6.8
9,11,6.8
10,12,8.2
10,13,6.2
11,14,9
12,15,6.2
12,16,6.2
12,17,6.2
12,18,6.2
13,19,5.8
13,20,5.8
13,21,5.8
14,22,7.5
15,23,8.2
15,24,6.2
15,25,8.2
15,26,7.2
16,27,6.6
16,28,8.6
16,29,6.6
16,30,6.6
17,31,7.8
18,32,6.6
19,33,5.8
20,34,7
21,35,7.8
22,36,5.4
23,37,7.8
23,38,6.3
23,39,7.8
23,40,7.8
23,41,6.8
24,42,8.3
25,43,8.3
26,44,8.3
27,45,8.3
28,46,6.6
29,47,8.3
30,48,7.7
30,49,8.2
30,50,6.2
31,51,7.6
32,52,8.6
33,53,7.8
33,54,7.8
33,55,7.8
33,56,7.8
33,57,7.8
34,58,9.1
35,59,6.6
35,60,6.6
35,61,6.6
35,62,6.6
35,63,8.1
36,64,6.3
36,65,5.8
37,66,5.8
38,67,5.8
38,68,5.8
39,69,8.6
40,70,6.2
40,71,7.2
40,72,8.2
41,73,8.2
41,74,6.2
41,75,6.2
42,76,8.6
42,77,6.6
42,78,6.6
42,79,8.1
43,80,5.8
44,81,6.6
45,82,8.6
45,83,6.6
46,84,9
47,85,7
48,86,7.3
49,87,5.8
50,88,7.9
51,89,7.3
52,90,5.8
52,91,5.8
53,92,8.6
54,93,7.1
54,94,6.6
54,95,8.6
55,96,7.6
56,97,5.8
56,98,5.8
56,99,5.8
57,100,6.6
57,101,8.6
57,102,8.6
57,103,8.6
57,104,8.6
58,105,7.1
59,106,5.8
59,107,7.8
60,108,7
61,109,7.6
62,110,7
62,111,7
63,112,6.6
64,113,8
65,114,6.3
65,115,7.8
65,116,5.8
66,117,7.6
66,118,7.6
66,119,6.6
67,120,5.8
68,121,8.3
69,122,7.3
69,123,6.8
69,124,7.8
70,125,7.8
71,126,8.3
72,127,5.8
73,128,8.3
74,129,5.8
74,130,5.8
74,131,7.8
75,132,7.8
76,133,7.5
76,134,9
77,135,7
77,136,7
78,137,7.8
78,138,5.8
79,139,7.8
79,140,6.8
79,141,7.8
79,142,6.8
79,143,5.8
80,144,6.6
80,145,6.6
81,146,8.6
81,147,7.6
81,148,8.6
81,149,7.6
82,150,5.8
83,151,9.1
84,152,8.3
85,153,7
86,154,6.8
87,155,6.7
87,156,7.2
87,157,6.2
88,158,8.5
88,159,7
89,160,8.3
90,161,8.3
91,162,7.7
91,163,8.2
92,164,8.2
92,165,8.2
93,166,6.8
93,167,6.3
94,168,9
94,169,7
95,170,8.7
96,171,5.4
97,172,5.8
97,173,5.8
98,174,7
99,175,6.3
100,176,5.8
101,177,9
101,178,9
102,179,8.3
103,180,6.6
103,181,6.6
104,182,7.1
104,183,7.1
105,184,5.8
106,185,5.8
107,186,7.1
108,187,6.8
108,188,6.8
108,189,5.8
108,190,5.8
109,191,5.8
110,192,5.8
111,193,8.3
112,194,8.3
113,195,8.2
113,196,8.2
114,197,7
115,198,5.8
115,199,5.8
116,200,7.8
116,201,7.8
117,202,6.2
117,203,7.7
118,204,8.3
119,205,8.5
120,206,8.6
121,207,6.6
122,208,7.8
123,209,7
124,210,6.6
125,211,5.8
125,212,5.8
126,213,6.8
126,214,7.3
126,215,5.8
127,216,7.8
127,217,5.8
127,218,7.8
128,219,7.8
129,220,7
130,221,8.7
131,222,6.3
131,223,7.8
131,224,5.8
132,225,7.8
133,226,8.7
134,227,6.6
134,228,7.6
134,229,8.6
135,230,7.8
135,231,6.3
136,232,7.6
137,233,7
137,234,7
138,235,7.8
139,236,8.6
140,237,8.3
141,238,7.6
142,239,6.2
142,240,6.2
142,241,6.2
142,242,8.2
143,243,7.8
143,244,7.3
143,245,5.8
144,246,7.3
144,247,5.8
144,248,5.8
144,249,5.8
145,250,7.8
145,251,5.8
145,252,7.8
146,253,6.3
146,254,6.8
147,255,6.6
148,256,5.8
149,257,7.3
149,258,5.8
150,259,8.3
151,260,6.3
152,261,6.3
153,262,9.1
154,263,9.1
155,264,7.8
155,265,5.8
156,266,9
157,267,8.3
158,268,6.7
158,269,6.2
158,270,8.2
159,271,5.8
160,272,8.3
161,273,6.2
161,274,8.2
161,275,6.2
162,276,5.8
162,277,5.8
162,278,5.8
162,279,5.8
162,280,5.8
163,281,5.8
163,282,6.8
164,283,7.8
165,284,7
166,285,7
166,286,7
167,287,8.1
168,288,6.3
168,289,5.8
168,290,5.8
168,291,5.8
168,292,5.8
169,293,5.8
170,294,7.8
170,295,7.8
171,296,7.8
172,297,8.5
173,298,9
173,299,7
173,300,7
174,301,9.1
175,302,6.6
176,303,8
177,304,6.2
178,305,9.1
179,306,9
179,307,8
180,308,9.5
181,309,6.8
182,310,8.2
182,311,8.2
183,312,7
184,313,7.8
185,314,6.8
186,315,6.8
186,316,5.8
187,317,6.2
188,318,8.6
188,319,8.6
188,320,8.6
189,321,6.8
190,322,6.3
191,323,6.2
191,324,6.2
192,325,6.3
192,326,6.3
192,327,7.8
193,328,8.6
193,329,6.6
194,330,5.8
195,331,8.5
195,332,9
196,333,7
196,334,7
196,335,7
197,336,7
198,337,8.3
199,338,5.8
200,339,8.6
201,340,8.1
202,341,5.8
203,342,7.3
204,343,6.8
204,344,5.8
204,345,6.3
204,346,6.8
205,347,7.5
205,348,7
205,349,7
206,350,7.8
